ID,TIF DISTRICT,PROJECT NAME,ADDRESS,DEVELOPER,PROJECT ID,PROJECT DESCRIPTION,CDC DATE,APPROVED AMOUNT,TOTAL PROJECT COST,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION,Boundaries - ZIP Codes,Community Areas,Zip Codes,Census Tracts,Wards,:@computed_region_awaf_s7ux
11448,Western Avenue North,IGA - CPD - Welles Park - Fieldhouse Roof,2333 W Sunnyside Av,Chicago Park District,,"Intergovernmental agreement between the City of Chicago and the Chicago Park District to provide $400,000 TIF to reconstruct and repair the roof of the fieldhouse at Welles Park. Improvements include, bathroom, locker room, pool and playground expansion.",12/9/15,400000,400000,1159833.188,1929783.384,41.96304075,-87.68773712,"(41.96304074988563, -87.68773711730951)",20,6,21849,667,18,13
1247,River West,Jewel - Kinzie DesPlaines,360 N Desplaines St,"Jewel Foods Stores, Inc.",23,"The project includes the construction of a 66,000 square foot two level grocery store.  The 2.6 acre site will also include 159 stall parking deck which will be located over the Metra tracks.",3/8/05,4750000,19200000,1171818.554,1902751.881,41.88860884,-87.64446991,"(41.88860883564999, -87.64446991272595)",45,25,4452,109,36,41
1668,Wilson Yard,IGA - CTA - Station Improvements,4620 N Broadway,Chicago Transit Authority,1057,An intergovernmental Agreement between the City of Chicago and Chicago Transit Authority.,5/16/11,3000000,203000000,1167921.054,1930894.983,41.96591995,-87.65796884,"(41.96591994708623, -87.6579688368904)",15,31,22616,241,39,37
1792,47th/King Drive,Bronzeville Artist Lofts,436 E 47th St,Revere Properties/Three Corners LLC,,"Bronzeville Artist Lofts is located in the Grand Boulevard community.  The project includes acquiring a 33,614 square foot mixed-use building with 12,333 square feet of commercial space on the first floor and residential above. The property will undergo two components of rehabilitation: affordable live/work rental apartments for artists and multi-unit commercial development.",9/11/12,1085807,5961876,1180131.926,1873998.52,41.80952057,-87.61482402,"(41.809520568844306, -87.61482401603094)",36,4,4301,447,9,12
10728,Calumet Cermak,IGA - MPEA - Cermak Road Streetscape Project,2161 S Prairie Av,Metropolitan Pier and Exposition Authority,,Intergovernmental agreement with Metropolitan Pier and Exposition Authority for provision of Tax Increment Financing (TIF) assistance for Cermak Road Streetscape Project.,6/5/13,360000,360000,1178447.905,1889822.858,41.85298223,-87.62051906,"(41.85298223333377, -87.62051905486715)",40,34,21194,193,9,48
12338,Roosevelt/Racine,Addams Medill Sports Center,1301 W 14th St,Chicago Park District,,"Addams Park is an existing 9.24-acre park located in the Near West Side Community.  Approximately $25,000,000 will be invested in a new single story building that includes a 100,000 square foot indoor track, artificial turf field, basketball courts, club rooms, pantry, restrooms, offices, reception, and storage space. ",10/31/18,5000000,25000000,1167895.908,1893487.722,41.86327278,-87.65914247,"(41.86327277476954, -87.65914247037283)",43,29,14920,96,26,48
11043,63rd/Ashland,IGA - CBE - Lindblom Academy,6100 S Winchester Av,Chicago Public Schools,,Lindblom High School Parking Lot,8/12/13,500000,2100000,1164364.228,1864173.166,41.78290578,-87.67293408,"(41.78290577596, -87.6729340773917)",23,65,22257,275,2,44
1385,Central Loop,Chicago Symphony,220 S Michigan Av,Chicago Symphony Orchestra,240,"Located in the Loop, the project includes renovation of Orchestra Hall building, rehabilitation of Chapin & Core Building at 67 E. Adams for use as music and education center, historic preservation work, and construction of a pedestrian arcade.",8/12/97,2500000,67000000,1177288.817,1899305.381,41.87902919,-87.62448586,"(41.87902919094286, -87.62448585784588)",29,38,14912,367,36,22
10727,Central West,IGA - CTA - Illinois Medical District Blue Line rehabilitation,430 S Damen Av,Chicago Transit Authority,,"An Intergovernmental Agreement between the City of Chicago and the Chicago Transit Authority
for Tax Increment Financing (TIF) assistance for Blue Line rehabilitation",3/5/14,23000000,23000000,1163094.489,1897853.051,41.87535375,-87.67664545,"(41.875353748415776, -87.67664545418388)",28,29,21184,89,46,48
11036,River South,IGA - CTA - Blue Line Modernization River South,127 W Congress Pw,Chicago Transit Authority,,An intergovernmental agreement between the City of Chicago and Chicago Transit Authority. -IGA Pending,3/10/14,1250000,63000000,1175359.48,1897999.429,41.87548909,-87.63160916,"(41.87548908786712, -87.63160916325758)",35,38,14913,92,10,48
1333,Midwest,Lawndale Restoration Apts,4118 W 15th St,"Lawndale H&A Bond, LP, and Lawndale H&A Bond Development, LLC",154,"Located in North Lawndale community area, the project included the rehabilitation of 66-units in four buildings which are part of a larger ten building 170-unit project.  The entire projects consists of affordable multi-family rental units.",3/13/07,8950000,28796475,1149052.816,1892430.337,41.86075641,-87.72834162,"(41.86075640952147, -87.72834161971072)",57,30,21569,761,14,36
1254,Central Loop,75 E Wacker - Mather,75 E Wacker Dr,"Michigan Wacker Associates, LLC",39,"Located in the Loop, the Mather Tower is a landmark building built in 1928.  The project includes rehabilitation of the facade, renovation of the first nine floors as office space and the remaining floors as a hotel.",1/23/01,1500000,10700000,1177009.767,1902521.928,41.88786189,-87.62541304,"(41.88786189172989, -87.62541304135654)",42,38,14309,580,36,22
500082,49th/St. Lawrence,Cornerstone Apartments,4950 S Langley Av,Related Midwest,,"Cornerstone Apartments, consists of four three-story walk-up buildings: a 24-unit building located at E. 50th Place/Evans (Evans Bldg), a 21-unit building located at E. 50th Place/Langley (Langley Bldg), an 8-unit building located at 613 E. 50th Street and a 6-unit building located at 637 E. 50th Street. 

There are a total of 59 units, with 52 units being allocated as LIHTC units. These apartments were built for low and moderate-income families in the 4th Ward and were acquired by Cornerstone in 2012. To meet the Green Requirements, the buildings will meet the Energy Star rating.",3/11/14,2000000,15074487,1181729.297,1872129.617,41.80435535,-87.60902296,"(41.804355351115625, -87.60902296010741)",10,4,21192,165,10,1
1019,Midwest,Renaissance Place Apartments,3123 W Douglas Bv,"RPA L.P. and LCDC Safeway II, LLC",366,"Located in the North Lawndale community, Renaissance Place Apartments rehabilitated three, three-story walk-up brick buildings.  The project consists of 54 residential units which include a mix of two, three and four bedroom units.  

The project will provide affordable units for households earning no more than 60 percent of the area median income. The three (3) buildings to be located at 3123-27 West Douglas Boulevard, 3131 West Douglas Boulevard, 3700-06 West Douglas Boulevard/1336-1342 South Lawndale Avenue and 3708 West Douglas Boulevard in Chicago, Illinois.  

One hundred percent (100%) of the units in the project will be financed with UFG Funds and are required to be occupied by Low-Income families.",3/13/07,2000000,10767263,1155679.481,1893083.788,41.86241884,-87.70399892,"(41.86241883900967, -87.7039989181535)",57,30,21569,132,14,36
1044,Western/Rock Island,IGA - CBE - Morgan Park High School,1744 W Pryor Av,Chicago Public Schools,2045,Intergovernmental Agreement with Board of Education to provide TIF funds to reimburse CPS for the cost associated with the installation of ceiling fans in the school building.,2/7/12,44000,44000,1166609.57,1831085.382,41.69206041,-87.66564309,"(41.692060407024734, -87.6656430914174)",13,74,22212,378,42,33
1323,35th/State,Stateway Gardens - Phase 1 - Park Blvd,3500 S State St,Park Boulevard LLC,137,"The project includes the redevelopment  of Stateway Gardens as a mixed-income community to be called Parkway Boulevard. The Redevelopment Agreement calls for the construction of 1,316 units. Of the 1,316 total units, 679 are for-sale units (443
market rate and 236 affordable) and 637 are rental units (439 public housing and 198 affordable rental units). 880 units will be located on the Stateway Gardens site within the 35th/State Tax Increment Financing Redevelopment Project Area. The other 436 units are ""off-site"" and are located within the Bronzeville TIF District",7/13/04,8390000,70612816,1176804.956,1881784.764,41.83096237,-87.62679185,"(41.83096236918424, -87.62679184613812)",37,1,14924,353,9,12
1776,47th/Halsted,IGA - CPD - Park 0448 - Metcalfe,4134 S State St,Chicago Park District,2131,An intergovernmental agreement between the City of Chicago and the Chicago Park District,11/16/11,125000,125000,1176922.909,1877481.35,41.81915078,-87.62648898,"(41.819150781484424, -87.62648897778216)",37,4,14924,414,9,12
12326,Elston/Armstrong,IGA-CBE-Farnsworth School Space to Grow,5414 N Linder Av,Chicago Public Schools,,Provide campus wide site improvements in conjunction with the Department of Water Management and Metropolitan Water Reclamation District to improve storm water retention at Farnsworth ES. As part of the Space to Grow program the improvements will transform an asphalt play area into a turf field and landscaped grassy area complete with a playground. The Project is to be completed by fall of 2018.,6/14/17,400000,1600000,1138478.05,1935743.025,41.9798092,-87.76610809,"(41.97980919943396, -87.76610809089279)",48,11,21869,128,50,20
10892,Englewood Mall,63rd & Halsted Site Prep,6258 S Halsted St,Chicago Neighborhood Initiative,,"The City of Chicago proposes to enter into a contractual agreement with Chicago Neighborhood Initiatives for the purpose of remediation, site preparation and infrastructure work and maintenance agreement of the City owned property at the NWC of 63rd Street and Halsted Street.",1/14/14,12000000,12000000,1172009.905,1863099.304,41.77979442,-87.64493419,"(41.779794416267414, -87.64493419039304)",11,66,21559,22,2,19
1458,35th/State,Stateway Gardens - Phase 2 - Park Blvd - II-B,3633 S State St,Park Boulevard IIB Manager LLC,400,The Stateway Gardens Phase II project is located in the 35th/State TIF District. The project of the Chicago Housing Authority consists of the construction of four buildings containing 108 rental apartment units. 71 units will be affordable.,5/8/12,5000000,41031100,1176929.888,1880943.186,41.82865019,-87.62635888,"(41.82865018931944, -87.62635887938379)",36,1,14924,446,9,12
1677,47th/Halsted,IGA - CPD - Park 1025 - Taylor Lauridsen - II,647 W Root St,Chicago Park District,1069,An intergovernmental agreement between the City of Chicago and the Chicago Park District,4/13/11,150000,150000,1172477.471,1877338.138,41.81885699,-87.64280068,"(41.81885698749905, -87.64280068275616)",37,59,14924,123,48,26
1246,Kinzie Industrial Corridor,City Escape Garden,3022 W Lake St,"City Escape Garden and Design, LLC",22,"The project includes the construction of approximately 16,000 square feet  of retail greenhouse space on a 2.14 acre site.  The facility will also consist of ancillary support spaces, fence enclosed outdoor sales yards for year round use, and 42 parking spaces.",6/14/05,425000,2700000,1156099.245,1901036.699,41.88423399,-87.70224337,"(41.88423398644474, -87.70224336603853)",28,28,21184,50,46,48
1508,,UG2 - 1401-1405 W Devon,1401 W Devon Av,"Uncommon Ground, Inc., UG2, LLC",625,"Located in the Edgewater community, the project consists of rehabilitation and redevelopment of a 4,000 square foot building as a restaurant and entertainment venue.",6/12/07,517234,2068935,1165764.414,1942577.953,41.99802474,-87.66556346,"(41.99802474346836, -87.66556345762727)",14,76,4451,536,16,46
11720,Kinzie Industrial Corridor,IGA - CBE - Willa Cather Elementary,2908 W Washington Bv,Chicago Public Schools,,"An intergovernmental agreement between the City of Chicago and Chicago Board of Education to provide Tax Increment Financing (TIF) funds from the Kinzie Industrial TIF. TIF for the costs associated with the planning, design, and construction of a schoolyard.  The improvements will provide Cather School with schoolyards that provide students, their families and the broader community with the opportunity for active play, space for physical education classes, opportunities for outdoor learning, gardening and environmental literacy, and engagement with art.  These green schoolyards also provide much-needed green space in otherwise heavily urbanized neighborhoods and contribute to a reduction in storm water runoff across the city.",7/29/15,500000,1500000,1156925.053,1900584.719,41.88297701,-87.69922315,"(41.88297700467335, -87.69922315280671)",28,28,21184,50,46,48
